bathroomcnt,bedroomcnt,buildingqualitytypeid,calculatedfinishedsquarefeet,finishedsquarefeet12,garagecarcnt,garagetotalsqft,lotsizesquarefeet,poolcnt,roomcnt,unitcnt,yearbuilt,numberofstories,fips_6037.0,fips_6059.0,fips_6111.0,regionidcounty_1286.0,regionidcounty_2061.0,regionidcounty_3101.0,log_garagetotalsqft,log_lotsizesquarefeet,log_calculatedfinishedsquarefeet,calc_bedbath,prod_bathroomcnt_bedroomcnt,taxvaluedollarcnt
2,3,6.0,1048.0,1048.0,2,443.5,5059.0,1.0,0,1,1987.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.52912176228151,6.955592608396297,0.6666666666666666,6,394454.0
2,2,8.0,958.0,958.0,2,443.5,17774.0,1.0,0,1,1982.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.785548254671442,6.8658910748834385,1.0,4,148751.0
2,3,8.0,1478.0,1478.0,2,437.0,6060.0,1.0,6,1,1959.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.082218910376446,8.709630081951286,7.2991214627108,0.6666666666666666,6,73982.0
3,3,7.0,1547.0,1547.0,2,443.5,552063.0,1.0,0,1,1974.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,13.22141926056746,7.344719054149673,1.0,9,760000.0
2,3,6.0,1635.0,1635.0,2,443.5,9844.0,1.0,0,1,1952.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.194718991073225,7.400009517162692,0.6666666666666666,6,83643.0
1,2,4.0,1030.0,1030.0,2,443.5,5876.0,1.0,0,1,1934.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.678801706612651,6.93828448401696,0.5,2,126281.0
3,4,8.0,2167.0,2167.0,2,462.0,4000.0,1.0,8,1,1979.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,6.137727054086234,8.294299608857235,7.681560362559537,0.75,12,600609.0
2,3,6.0,1126.0,1126.0,2,443.5,189975.0,1.0,0,1,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,12.15465302737464,7.027314514039777,0.6666666666666666,6,177925.0
2,2,6.0,837.0,837.0,2,443.5,63419.0,1.0,0,1,1979.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,11.057534548092338,6.731018100482083,1.0,4,213000.0
1,2,4.0,788.0,788.0,2,443.5,2600.0,1.0,0,1,1921.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,7.8636512654486515,6.670766320845874,0.5,2,359686.0
3,4,8.0,2554.0,2554.0,2,443.5,11211.0,1.0,0,1,1974.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.324739912284679,7.845807502637805,0.75,12,159036.0
2,3,8.0,2213.0,2213.0,2,445.0,5663.0,1.0,7,1,1989.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.100318952020064,8.641885635373555,7.7025561132685825,0.6666666666666666,6,674000.0
2,3,4.0,1424.0,1424.0,2,443.5,6094.0,1.0,0,1,1957.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.715224041915372,7.261927092702751,0.6666666666666666,6,73910.0
2,4,6.0,1859.0,1859.0,2,443.5,5545.0,1.0,0,1,1964.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.620832226175724,7.528331766707247,0.5,8,286389.0
3,4,7.0,2815.0,2815.0,2,443.5,13212.0,1.0,0,1,1960.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.488956472414216,7.943072717277933,0.75,12,455102.0
2,3,8.0,1818.0,1818.0,2,443.5,5637.0,1.0,0,1,1935.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.637284671674058,7.506042178518122,0.6666666666666666,6,395022.0
4,5,7.0,3176.0,3176.0,2,443.5,14804.0,1.0,0,1,1964.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.602720240535692,8.063692634269517,0.8,20,1010575.0
3,4,7.0,1815.0,1815.0,2,443.5,2588.0,1.0,0,1,1999.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,7.859026979751538,7.504391559161238,0.75,12,538140.0
2,3,6.0,1125.0,1125.0,2,443.5,5086.0,1.0,0,1,1966.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.534443544822764,7.026426808699636,0.6666666666666666,6,41369.0
3,4,8.0,2214.0,2214.0,2,443.5,5529.0,1.0,0,1,1988.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.61794309451638,7.703007682479236,0.75,12,359823.0
2,3,6.0,1269.0,1269.0,2,443.5,6100.0,1.0,0,1,1956.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.716207971151853,7.146772179452637,0.6666666666666666,6,324133.0
3,3,8.0,1796.0,1796.0,2,443.5,9141.0,1.0,0,1,1956.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.12063445889169,7.493873886783559,1.0,9,494206.0
1,2,8.0,976.0,976.0,2,460.0,5143.0,1.0,5,1,1971.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.133398042996649,8.545586265917455,6.884486652042782,0.5,2,842424.0
2,3,6.0,2054.0,2054.0,2,443.5,9229.0,1.0,0,1,1948.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.130214327496898,7.628031126930335,0.6666666666666666,6,110334.0
1,2,6.0,952.0,952.0,2,443.5,4701.0,1.0,0,1,1966.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.455743229100015,6.859614903654202,0.5,2,365000.0
2,3,8.0,2991.0,2991.0,2,609.0,13484.0,1.0,7,1,1946.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.413458957167357,9.50933323557383,8.003697339094368,0.6666666666666666,6,558387.0
3,3,8.0,2049.0,2049.0,2,443.5,6318.0,1.0,0,1,1991.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.751316246773456,7.6255950721324535,1.0,9,548504.0
3,2,8.0,1330.0,1330.0,2,443.5,87434.0,1.0,0,1,1975.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,11.378650939147759,7.193685818395112,1.5,6,328921.0
3,4,6.0,1365.0,1365.0,2,443.5,4999.0,1.0,0,1,1956.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.517193191416238,7.2196420401307355,0.75,12,446000.0
2,5,6.0,1689.0,1689.0,2,443.5,9182.0,1.0,0,1,1953.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.125109227613523,7.432483807917119,0.4,10,502079.0
3,3,6.0,1600.0,1600.0,2,443.5,6782.0,1.0,0,1,1974.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.82217476094608,7.3783837129967145,1.0,9,289507.0
1,2,4.0,1080.0,1080.0,2,443.5,7925.0,1.0,0,1,1941.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.97790377375038,6.985641817639208,0.5,2,194664.0
2,4,8.0,1618.0,1618.0,2,483.0,7000.0,1.0,7,1,1975.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.182084906716632,8.853808274977197,7.389563953677635,0.5,8,119166.0
4,4,8.0,2065.0,2065.0,2,460.0,5304.0,1.0,5,1,1972.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.133398042996649,8.576405051048084,7.633369649679584,1.0,16,673000.0
3,3,9.0,2339.0,2339.0,2,443.5,4915.0,1.0,0,1,1979.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.500250470685925,7.757906208351747,1.0,9,176927.0
2,4,8.0,2240.0,2240.0,2,496.0,7835.0,1.0,7,1,1970.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.208590026096629,8.966483779064431,7.714677473800927,0.5,8,544297.0
1,2,8.0,1348.0,1348.0,1,324.0,6138.0,1.0,5,1,1926.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.783825182329737,8.722417141427496,7.207118856207756,0.5,2,51682.0
3,4,8.0,2164.0,2164.0,2,443.5,7984.0,1.0,0,1,1976.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.985320060649112,7.68017564043659,0.75,12,732116.0
2,4,8.0,1500.0,1500.0,2,460.0,7200.0,1.0,7,1,1969.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.133398042996649,8.881975184248867,7.313886831633462,0.5,8,523610.0
2,4,4.0,1787.0,1787.0,2,443.5,5264.0,1.0,0,1,1915.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.568836424568076,7.488852955733459,0.5,8,380718.0
2,4,8.0,1302.0,1302.0,2,420.0,6213.0,1.0,6,1,1959.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.042632833682381,8.734560089952993,7.172424577124845,0.5,8,352000.0
2,3,6.0,1612.0,1612.0,2,443.5,4794.0,1.0,0,1,1969.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.475328987317539,7.385851078125209,0.6666666666666666,6,304714.0
2,2,4.0,1249.0,1249.0,2,443.5,5309.0,1.0,0,1,1941.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.577347114235984,7.1308988302963465,1.0,4,233877.0
2,3,4.0,1123.0,1123.0,2,443.5,4617.0,1.0,0,1,1910.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.43771698991444,7.024649030453636,0.6666666666666666,6,1091393.0
2,4,6.0,1483.0,1483.0,2,443.5,5215.0,1.0,0,1,1951.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.559486103606488,7.302496423727326,0.5,8,485226.0
4,4,7.0,3377.0,3377.0,2,443.5,6343.0,1.0,0,1,1937.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.755264763314685,8.125039097367745,1.0,16,1099211.0
2,3,8.0,1571.0,1571.0,2,437.0,6150.0,1.0,6,1,1955.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.082218910376446,8.724369949208368,7.360103972989152,0.6666666666666666,6,385158.0
4,4,8.0,3080.0,3080.0,3,748.0,21785.0,1.0,7,1,1976.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.618738983517219,9.989022840642392,8.033009498596668,1.0,16,658375.0
2,3,6.0,1497.0,1497.0,2,443.5,6246.0,1.0,0,1,1937.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.73985662749357,7.311886164077165,0.6666666666666666,6,192146.0
2,2,6.0,1332.0,1332.0,2,443.5,886794.0,1.0,0,1,1969.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,13.695369118458512,7.195187320178709,1.0,4,80513.0
3,4,7.0,3026.0,3026.0,2,443.5,9397.0,1.0,0,1,2000.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.14825217966276,8.01532730902172,0.75,12,463830.0
2,4,8.0,1805.0,1805.0,2,460.0,6800.0,1.0,7,1,1978.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.133398042996649,8.824824939175638,7.498869733976931,0.5,8,485000.0
2,4,8.0,1453.0,1453.0,2,443.5,6854.0,1.0,0,1,1955.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.832733591996416,7.282073658093465,0.5,8,215347.0
1,3,4.0,1034.0,1034.0,2,443.5,5770.0,1.0,0,1,1951.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.660600654710967,6.942156705699469,0.3333333333333333,3,56694.0
3,4,11.0,3380.0,3380.0,2,443.5,7303.0,1.0,0,1,1981.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.896177422274805,8.125926802707886,0.75,12,1005618.0
2,3,6.0,1559.0,1559.0,2,443.5,7105.0,1.0,0,1,1965.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.868694776580972,7.352441100243583,0.6666666666666666,6,74303.0
2,4,8.0,2363.0,2363.0,2,443.5,8100.0,1.0,0,1,1936.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.999742789830492,7.768110378525988,0.5,8,308000.0
3,2,8.0,1166.0,1166.0,2,443.5,90578.0,1.0,0,1,1988.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,11.413977677084592,7.062191632286556,1.5,6,310761.0
2,2,7.0,1140.0,1140.0,2,443.5,65254.0,1.0,0,1,1986.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,11.086057950601628,7.039660349862076,1.0,4,554009.0
2,3,6.0,1415.0,1415.0,2,443.5,5152.0,1.0,0,1,1951.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.547334348328224,7.255591274253665,0.6666666666666666,6,73264.0
3,4,8.0,2752.0,2752.0,2,443.5,19351.0,1.0,0,1,1975.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.870551052289864,7.920446505142607,0.75,12,582531.0
3,4,8.0,2864.0,2864.0,2,592.0,4800.0,1.0,0,1,1992.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.385194398997726,8.476579508530941,7.9603236291488395,0.75,12,517905.0
2,3,6.0,1257.0,1257.0,2,443.5,5579.0,1.0,0,1,1987.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.626944055375356,7.1372784372603855,0.6666666666666666,6,263831.0
3,3,8.0,1923.0,1923.0,2,443.5,246198.0,1.0,0,1,1990.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,12.413895430985818,7.562161631225652,1.0,9,260926.0
2,3,8.0,1216.0,1216.0,2,443.5,7528.0,1.0,0,1,1992.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.926517509850122,7.104144092987527,0.6666666666666666,6,123077.0
2,4,4.0,1680.0,1680.0,2,443.5,109251.0,1.0,0,1,1994.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,11.601412419426428,7.427144133408616,0.5,8,157101.0
3,4,8.0,1867.0,1867.0,2,443.5,4200.0,1.0,0,1,1988.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.343077871169383,7.532623618788788,0.75,12,301272.0
2,5,6.0,2705.0,2705.0,2,443.5,7500.0,1.0,0,1,1922.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.922791623969637,7.903226808730733,0.4,10,146799.0
2,3,8.0,1264.0,1264.0,1,385.0,6000.0,1.0,6,1,1956.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.955837369464831,8.699681400989514,7.142827401161621,0.6666666666666666,6,56910.0
1,2,4.0,1044.0,1044.0,2,443.5,6534.0,1.0,0,1,1942.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.784927626058323,6.951772164398911,0.5,2,45091.0
2,3,8.0,1943.0,1943.0,2,443.5,8487.0,1.0,0,1,1963.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.046408680293819,7.572502985020384,0.6666666666666666,6,77611.0
2,3,4.0,1132.0,1132.0,2,443.5,5999.0,1.0,0,1,1950.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.699514748210191,7.0326242610280065,0.6666666666666666,6,292303.0
2,4,8.0,1925.0,1925.0,2,462.0,8050.0,1.0,9,1,1961.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.137727054086234,8.993551586299981,7.563200592358071,0.5,8,578000.0
2,3,8.0,1083.0,1083.0,2,496.0,7140.0,1.0,5,1,1962.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.208590026096629,8.87360810154911,6.988413181999592,0.6666666666666666,6,295304.0
2,4,8.0,1643.0,1643.0,2,480.0,5888.0,1.0,7,1,1963.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,6.175867270105761,8.68084148294457,7.404887575616125,0.5,8,362670.0
1,2,5.0,742.0,742.0,2,443.5,5443.0,1.0,0,1,1912.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.602269363771356,6.610696044717759,0.5,2,282235.0
2,3,8.0,1463.0,1463.0,2,477.0,4071.0,1.0,7,1,1986.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.169610732491456,8.311889558230359,7.288927694521257,0.6666666666666666,6,311584.0
2,3,4.0,1147.0,1147.0,2,443.5,6350.0,1.0,0,1,1954.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.756367559802975,7.045776576879511,0.6666666666666666,6,43022.0
2,5,8.0,1840.0,1840.0,2,440.0,8105.0,1.0,8,1,1965.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,6.089044875446846,9.000359807188254,7.518064181233078,0.4,10,327502.0
2,3,4.0,1408.0,1408.0,2,443.5,6788.0,1.0,0,1,1943.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.823058934301647,7.25063551189868,0.6666666666666666,6,644000.0
1,3,4.0,1191.0,1191.0,2,443.5,6197.0,1.0,0,1,1947.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.731981938347694,7.083387847625295,0.3333333333333333,3,249571.0
3,3,8.0,2525.0,2525.0,2,443.5,17003.0,1.0,0,1,1972.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.741203889478681,7.8343923029104365,1.0,9,714000.0
2,2,8.0,1419.0,1419.0,2,443.5,516746.0,1.0,0,1,1985.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,13.155308672011923,7.258412150595307,1.0,4,254569.0
1,4,4.0,1351.0,1351.0,2,443.5,5350.0,1.0,0,1,1953.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.585038738311304,7.20934025660291,0.25,4,69894.0
2,3,8.0,2049.0,2049.0,2,481.0,4620.0,1.0,0,1,1992.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.1779441140506,8.438366410870266,7.6255950721324535,0.6666666666666666,6,698985.0
3,4,7.0,2455.0,2455.0,2,443.5,5292.0,1.0,0,1,2005.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.574140471857987,7.806289289267033,0.75,12,291095.0
2,3,6.0,1275.0,1275.0,2,443.5,5663.0,1.0,0,1,1953.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.641885635373555,7.151485463904735,0.6666666666666666,6,507410.0
2,3,8.0,1950.0,1950.0,2,0.0,7200.0,1.0,7,1,1991.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.881975184248867,7.576097340623111,0.6666666666666666,6,466475.0
3,4,6.0,1951.0,1951.0,2,443.5,8663.0,1.0,0,1,1979.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.066931788680826,7.5766097669730375,0.75,12,298610.0
2,4,4.0,2126.0,2126.0,2,443.5,5913.0,1.0,0,1,1953.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.685077700412423,7.6624678152002375,0.5,8,90668.0
2,3,8.0,1463.0,1463.0,2,460.0,3600.0,1.0,0,1,1989.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.133398042996649,8.188966863648876,7.288927694521257,0.6666666666666666,6,591383.0
2,3,8.0,1268.0,1268.0,2,462.0,5350.0,1.0,6,1,1969.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.137727054086234,8.585038738311304,7.1459844677143876,0.6666666666666666,6,386856.0
2,5,8.0,2114.0,2114.0,1,360.0,7080.0,1.0,7,1,1951.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.8888779583328805,8.865170419651774,7.656810091480378,0.4,10,471028.0
1,2,4.0,948.0,948.0,2,443.5,6378.0,1.0,0,1,1953.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.760766624241956,6.855408798609928,0.5,2,33911.0
2,2,6.0,851.0,851.0,2,443.5,20253.0,1.0,0,1,1973.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.91610758389223,6.747586526829315,1.0,4,290000.0
3,4,7.0,2665.0,2665.0,2,443.5,5874.0,1.0,0,1,1980.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.67846133901236,7.888334500738654,0.75,12,408553.0
2,3,8.0,1438.0,1438.0,1,200.0,984.0,1.0,6,1,1964.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,5.303304908059076,6.892641641172089,7.271703706887368,0.6666666666666666,6,345185.0
3,4,8.0,2295.0,2295.0,2,546.0,6970.0,1.0,2,1,1973.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,6.304448802421981,8.849513965486398,7.738923757439457,0.75,12,306158.0
3,3,9.0,2179.0,2179.0,2,443.5,21027.0,1.0,0,1,1932.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.953610161939338,7.687080155783135,1.0,9,259466.0
2,2,8.0,1500.0,1500.0,2,400.0,1027.0,1.0,5,1,1964.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,5.993961427306569,6.93537044601511,7.313886831633462,1.0,4,1120526.0
3,4,8.0,1722.0,1722.0,2,443.5,78380.0,1.0,0,1,2003.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,11.269336830028958,7.45182223652793,0.75,12,391130.0
2,3,8.0,1566.0,1566.0,2,0.0,7200.0,1.0,5,1,2007.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,8.881975184248867,7.356918242356021,0.6666666666666666,6,360386.0
2,2,6.0,1094.0,1094.0,2,443.5,843582.0,1.0,0,1,1980.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,13.645413575653029,6.9985096422506015,1.0,4,242100.0
2,3,6.0,1670.0,1670.0,2,443.5,5932.0,1.0,0,1,1949.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.688285266258644,7.421177528595393,0.6666666666666666,6,620000.0
1,2,4.0,1368.0,1368.0,2,443.5,5673.0,1.0,0,1,1950.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.643649615368796,7.221835825288449,0.5,2,113739.0
1,3,4.0,1000.0,1000.0,2,443.5,7848.0,1.0,0,1,1954.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.968141414126814,6.90875477931522,0.3333333333333333,3,120654.0
1,2,4.0,784.0,784.0,2,443.5,5000.0,1.0,0,1,1950.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.517393171418904,6.665683717782408,0.5,2,364080.0
1,3,4.0,1201.0,1201.0,2,443.5,7005.0,1.0,0,1,1951.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.854522203757432,7.091742115095153,0.3333333333333333,3,62286.0
5,4,9.0,3847.0,3847.0,2,443.5,10622.0,1.0,0,1,1993.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.270776740780013,8.255308811785596,1.25,20,755000.0
3,4,8.0,2453.0,2453.0,2,625.0,6600.0,1.0,0,1,1987.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.439350371100098,8.79497643168877,7.805474625270857,0.75,12,358930.0
1,2,5.0,792.0,792.0,2,443.5,2637.0,1.0,0,1,1923.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,7.87777633327726,6.675823221634848,0.5,2,240977.0
1,2,4.0,1117.0,1117.0,2,443.5,7143.0,1.0,0,1,1951.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.874028122556336,7.0192966537150445,0.5,2,33711.0
1,3,4.0,1269.0,1269.0,2,443.5,6997.0,1.0,0,1,1923.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.853379672927634,7.146772179452637,0.3333333333333333,3,45717.0
3,3,8.0,1161.0,1161.0,2,443.5,67799.0,1.0,0,1,1988.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,11.124317473928487,7.057897937411856,1.0,9,221324.0
3,3,6.0,1397.0,1397.0,2,443.5,4998.0,1.0,0,1,1955.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.51699317141357,7.242797922793756,1.0,9,102244.0
2,3,8.0,1223.0,1223.0,2,443.5,13166.0,1.0,0,1,1988.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.485468978356344,7.1098794630722715,0.6666666666666666,6,201103.0
2,4,8.0,2121.0,2121.0,2,443.5,18314.0,1.0,0,1,1959.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,9.815475675212914,7.660114319173928,0.5,8,278925.0
1,2,8.0,888.0,888.0,1,260.0,7500.0,1.0,4,1,1956.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,5.564520407322694,8.922791623969637,6.790097235513905,0.5,2,388000.0
3,4,8.0,2352.0,2352.0,2,443.5,7606.0,1.0,0,1,1969.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.936824154997302,7.763446388727362,0.75,12,512588.0
1,2,4.0,1248.0,1248.0,2,443.5,7721.0,1.0,0,1,1949.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.951828676824181,7.130098510125578,0.5,2,119667.0
1,2,6.0,880.0,880.0,2,443.5,7005.0,1.0,0,1,1959.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.854522203757432,6.78105762593618,0.5,2,205719.0
2,2,8.0,1917.0,1917.0,2,443.5,53507.0,1.0,0,1,2006.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,10.887586454415477,7.559038255443384,1.0,4,985000.0
3,3,8.0,1920.0,1920.0,2,443.5,6159.0,1.0,0,1,1963.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.725832056527565,7.560601162768557,1.0,9,543297.0
2,2,8.0,1181.0,1181.0,2,0.0,7200.0,1.0,5,1,1971.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8.881975184248867,7.074963197966044,1.0,4,371000.0
2,3,6.0,1166.0,1166.0,2,443.5,6000.0,1.0,0,1,1955.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.699681400989514,7.062191632286556,0.6666666666666666,6,150708.0
1,3,8.0,1018.0,1018.0,1,252.0,7864.0,1.0,5,1,1922.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,5.53338948872752,8.970177815492379,6.926577033222725,0.3333333333333333,3,398742.0
1,2,5.0,1035.0,1035.0,2,443.5,7491.0,1.0,0,1,1929.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.921591063563978,6.943122422819428,0.5,2,98300.0
1,2,4.0,1126.0,1126.0,2,443.5,6379.0,1.0,0,1,1938.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.760923376338836,7.027314514039777,0.5,2,320668.0
4,3,8.0,2922.0,2922.0,2,443.5,6278.0,1.0,0,1,1974.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,6.096950054953959,8.744966011114109,7.980365765111246,1.3333333333333333,12,1117887.0
